ID_estudiante,ID_IE,Seccion,sexo,ise,Distrito,M500_L,M500_CN,M500_M,grupo_M,riesgo_matematica
2022223147727200109,2270,A,Hombre,0.746307255731086,SAN JUAN DE MIRAFLORES,558.13,525.601,533.552,En inicio,1
2022223147727200110,2270,A,Mujer,1.15098486846553,SAN JUAN DE MIRAFLORES,557.883,458.603,569.126,En inicio,1
2022223147727200111,2270,A,Mujer,1.18167689314508,SAN JUAN DE MIRAFLORES,589.604,578.453,624.182,En proceso,0
2022223147727200112,2270,A,Mujer,-0.508793390808515,SAN JUAN DE MIRAFLORES,667.46,588.612,647.706,En proceso,0
2022223147727200113,2270,A,Mujer,0.55790463061278,SAN JUAN DE MIRAFLORES,619.478,507.984,553.828,En inicio,1
2022223147727200114,2270,A,Hombre,1.30540391210327,SAN JUAN DE MIRAFLORES,645.409,585.269,686.599,Satisfactorio,0
2022223147727200115,2270,A,Mujer,0.933170192776501,SAN JUAN DE MIRAFLORES,601.184,544.89,578.867,En inicio,1
2022223147727200116,2270,A,Mujer,0.657038663862052,SAN JUAN DE MIRAFLORES,619.724,560.321,569.631,En inicio,1
2022223147727200117,2270,A,Mujer,0.861496389516257,SAN JUAN DE MIRAFLORES,616.521,536.017,647.706,En proceso,0
2022223147727200118,2270,A,Hombre,0.401660349421521,SAN JUAN DE MIRAFLORES,647.01,611.502,620.286,En proceso,0
2022223147727200119,2270,A,Hombre,-0.405874401859396,SAN JUAN DE MIRAFLORES,488.775,323.065,463.487,Previo al Inicio,1
2022223147727200120,2270,A,Mujer,0.935928270807921,SAN JUAN DE MIRAFLORES,609.007,564.308,599.288,En proceso,0
2022223147727200121,2270,A,Mujer,1.06176445095293,SAN JUAN DE MIRAFLORES,489.452,408.194,500.72,Previo al Inicio,1
2022223147727200122,2270,A,Mujer,0.919806746886793,SAN JUAN DE MIRAFLORES,545.873,478.793,571.146,En inicio,1
2022223147727200123,2270,A,Mujer,0.664197475777107,SAN JUAN DE MIRAFLORES,637.155,536.017,580.743,En inicio,1
2022223147727200124,2270,A,Mujer,0.787443254825751,SAN JUAN DE MIRAFLORES,605.681,566.623,575.909,En inicio,1
2022223147727200125,2270,A,Hombre,0.564691881242737,SAN JUAN DE MIRAFLORES,665.674,572.924,559.601,En inicio,1
2022223147727200126,2270,A,Hombre,1.29257723857318,SAN JUAN DE MIRAFLORES,540.883,463.876,578.29,En inicio,1
2022223147727200127,2270,A,Mujer,0.380225086005574,SAN JUAN DE MIRAFLORES,625.576,564.565,723.111,Satisfactorio,0
2022223147727200128,2270,A,Mujer,0.633377337053264,SAN JUAN DE MIRAFLORES,568.478,299.532,492.494,Previo al Inicio,1
2022223147727200129,2270,A,Mujer,0.417426400999146,SAN JUAN DE MIRAFLORES,675.467,673.999,703.772,Satisfactorio,0
2022223147727200130,2270,A,Hombre,0.937156066586934,SAN JUAN DE MIRAFLORES,586.155,483.808,660.55,Satisfactorio,0
2022223147727200131,2270,A,Mujer,0.521145360934955,SAN JUAN DE MIRAFLORES,504.912,465.29,509.668,Previo al Inicio,1
2022223147727200132,2270,A,Mujer,0.105663772105988,SAN JUAN DE MIRAFLORES,680.333,776.489,622.09,En proceso,0
2022223147727200133,2270,A,Mujer,1.30540391210327,SAN JUAN DE MIRAFLORES,596.133,564.565,609.823,En proceso,0
2022223147727200134,2270,A,Mujer,1.08423034545916,SAN JUAN DE MIRAFLORES,531.521, ,567.25,En inicio,1
2022223147727200135,2270,A,Hombre, ,SAN JUAN DE MIRAFLORES,563.55,578.453,580.743,En inicio,1
2022223147727200201,2270,B,Hombre,0.388002018278718,SAN JUAN DE MIRAFLORES,540.883,452.816,614.441,En proceso,0
2022223147727200202,2270,B,Hombre,0.782737022949196,SAN JUAN DE MIRAFLORES,761.268,611.502,755.726,Satisfactorio,0
2022223147727200203,2270,B,Hombre,0.0109923030387196,SAN JUAN DE MIRAFLORES,603.586,465.29,625.337,En proceso,0
2022223147727200204,2270,B,Hombre,1.58343872991473,SAN JUAN DE MIRAFLORES,636.724,653.681,671.59,Satisfactorio,0
2022223147727200205,2270,B,Mujer,1.53106306282909,SAN JUAN DE MIRAFLORES,564.844,448.701,540.984,En inicio,1
2022223147727200206,2270,B,Hombre,1.17737774846704,SAN JUAN DE MIRAFLORES,719.692,713.606,707.957,Satisfactorio,0
2022223147727200207,2270,B,Hombre,0.0149159322667187,SAN JUAN DE MIRAFLORES,635,578.453,698.866,Satisfactorio,0
2022223147727200208,2270,B,Mujer,0.900215693462716,SAN JUAN DE MIRAFLORES,647.01,611.502,545.097,En inicio,1
2022223147727200209,2270,B,Mujer,1.66481095789996,SAN JUAN DE MIRAFLORES,664.626,550.934,584.784,En inicio,1
2022223147727200210,2270,B,Hombre,1.38834399959482,SAN JUAN DE MIRAFLORES,644.177,463.876,610.111,En proceso,0
2022223147727200211,2270,B,Hombre,0.0566953220146408,SAN JUAN DE MIRAFLORES,596.873,584.626,552.674,En inicio,1
2022223147727200212,2270,B,Mujer,0.760991498143569,SAN JUAN DE MIRAFLORES,599.521,604.558,599.721,En proceso,0
2022223147727200213,2270,B,Hombre,0.540171703664577,SAN JUAN DE MIRAFLORES,611.347,494.61,631.326,En proceso,0
2022223147727200214,2270,B,Hombre,0.0743456093444801,SAN JUAN DE MIRAFLORES,613.01,399.964,603.329,En proceso,0
2022223147727200215,2270,B,Hombre,1.27309814655046,SAN JUAN DE MIRAFLORES,678.116,572.924,599.288,En proceso,0
